args.config_file='config_files/modify_inc/correspond_most.ini'
----------------------------------------------------------------------------------------
---------------------------------------- CONFIG -----------------------------------------
----------------------------------------------------------------------------------------
seed=0
device=device(type='cuda', index=0)
torch.backends.cudnn.enabled=False
ModifyParams(rep_source_mode='correspond', rep_target_mode='most', exp_explain_params=ExplainParams(softmax=False, layer=None, alg='KernelShap', attrib_params=AttributeParams(baselines=0, feature_mask_mode='text', feature_mask_size=64, method=None, n_steps=None, perturbations_per_eval=None, sliding_window_shapes_size=None, strides=None, target=1)), exp_control_params=ControlParams(output_root=PosixPath('outputs/explain'), ben_start_idx=None, mal_start_idx=None, ben_end_idx=None, mal_end_idx=None, ben_start_batch=None, mal_start_batch=None, ben_end_batch=None, mal_end_batch=None, errors='raise', progress_bar=None, verbose=None), rep_file=PosixPath('/home/lk3591/Documents/datasets/Windows/processed/test/53e17b21d2ff8fa5732211eed9f74f591b9bff985e79f6ad6b85bb72.exe'), chunk_size=64)
Starting modification: initial=0, start=None, end=1000, @2022-12-03 16:06:48.671180
0 / 1000 = 0% @2022-12-03 16:06:48.671213
1 / 1000 = 0% @2022-12-03 16:06:49.001539
2 / 1000 = 0% @2022-12-03 16:06:49.020590
3 / 1000 = 0% @2022-12-03 16:06:49.038666
4 / 1000 = 0% @2022-12-03 16:06:49.066060
5 / 1000 = 0% @2022-12-03 16:06:49.286300
6 / 1000 = 0% @2022-12-03 16:06:49.314910
7 / 1000 = 0% @2022-12-03 16:06:49.344244
8 / 1000 = 0% @2022-12-03 16:06:49.379517
9 / 1000 = 0% @2022-12-03 16:06:49.414050
10 / 1000 = 1% @2022-12-03 16:06:50.053037
11 / 1000 = 1% @2022-12-03 16:06:50.243993
12 / 1000 = 1% @2022-12-03 16:06:50.312407
13 / 1000 = 1% @2022-12-03 16:06:50.809895
14 / 1000 = 1% @2022-12-03 16:06:51.560789
15 / 1000 = 1% @2022-12-03 16:06:51.615002
16 / 1000 = 1% @2022-12-03 16:06:51.657394
17 / 1000 = 1% @2022-12-03 16:06:52.352975
18 / 1000 = 1% @2022-12-03 16:06:52.383508
19 / 1000 = 1% @2022-12-03 16:06:52.409035
20 / 1000 = 2% @2022-12-03 16:06:52.610480
21 / 1000 = 2% @2022-12-03 16:06:52.647484
22 / 1000 = 2% @2022-12-03 16:06:52.844561
23 / 1000 = 2% @2022-12-03 16:06:52.879788
24 / 1000 = 2% @2022-12-03 16:06:52.922180
25 / 1000 = 2% @2022-12-03 16:06:52.962277
26 / 1000 = 2% @2022-12-03 16:06:53.167442
27 / 1000 = 2% @2022-12-03 16:06:53.218425
28 / 1000 = 2% @2022-12-03 16:06:53.420222
29 / 1000 = 2% @2022-12-03 16:06:54.057827
30 / 1000 = 3% @2022-12-03 16:06:54.100133
31 / 1000 = 3% @2022-12-03 16:06:54.140997
32 / 1000 = 3% @2022-12-03 16:06:54.176040
33 / 1000 = 3% @2022-12-03 16:06:54.380593
34 / 1000 = 3% @2022-12-03 16:06:54.450006
35 / 1000 = 3% @2022-12-03 16:06:54.476276
36 / 1000 = 3% @2022-12-03 16:06:55.024323
37 / 1000 = 3% @2022-12-03 16:06:55.133094
38 / 1000 = 3% @2022-12-03 16:06:55.879274
39 / 1000 = 3% @2022-12-03 16:06:56.491844
40 / 1000 = 4% @2022-12-03 16:06:56.528923
41 / 1000 = 4% @2022-12-03 16:06:56.734325
42 / 1000 = 4% @2022-12-03 16:06:57.431300
43 / 1000 = 4% @2022-12-03 16:06:57.467657
44 / 1000 = 4% @2022-12-03 16:06:57.535822
45 / 1000 = 4% @2022-12-03 16:06:57.610086
46 / 1000 = 4% @2022-12-03 16:06:57.636885
47 / 1000 = 4% @2022-12-03 16:06:57.841782
48 / 1000 = 4% @2022-12-03 16:06:57.883381
49 / 1000 = 4% @2022-12-03 16:06:57.920929
50 / 1000 = 5% @2022-12-03 16:06:57.961053
51 / 1000 = 5% @2022-12-03 16:06:58.553349
52 / 1000 = 5% @2022-12-03 16:06:58.879690
53 / 1000 = 5% @2022-12-03 16:06:58.915172
54 / 1000 = 5% @2022-12-03 16:06:59.258885
55 / 1000 = 5% @2022-12-03 16:06:59.300440
56 / 1000 = 5% @2022-12-03 16:06:59.336307
57 / 1000 = 5% @2022-12-03 16:06:59.545682
58 / 1000 = 5% @2022-12-03 16:06:59.581677
59 / 1000 = 5% @2022-12-03 16:07:00.078900
60 / 1000 = 6% @2022-12-03 16:07:00.271805
61 / 1000 = 6% @2022-12-03 16:07:00.991231
62 / 1000 = 6% @2022-12-03 16:07:01.200157
63 / 1000 = 6% @2022-12-03 16:07:01.245024
64 / 1000 = 6% @2022-12-03 16:07:01.728002
65 / 1000 = 6% @2022-12-03 16:07:01.775065
66 / 1000 = 6% @2022-12-03 16:07:01.828936
67 / 1000 = 6% @2022-12-03 16:07:02.047323
