
                           START @2022-12-03 17:57:15.034826
----------------------------------------------------------------------------------------
args.config_file='config_files/modify_inc/correspond_ordered.ini'
----------------------------------------------------------------------------------------
---------------------------------------- CONFIG -----------------------------------------
----------------------------------------------------------------------------------------
seed=0
device=device(type='cuda', index=0)
torch.backends.cudnn.enabled=False
Starting modification: initial=0, start=None, end=1000, @2022-12-03 17:57:17.071772
51 / 1000 = 5% @2022-12-03 17:57:26.604474
52 / 1000 = 5% @2022-12-03 17:57:26.919183
53 / 1000 = 5% @2022-12-03 17:57:26.946652
54 / 1000 = 5% @2022-12-03 17:57:27.277532
55 / 1000 = 5% @2022-12-03 17:57:27.309280
56 / 1000 = 5% @2022-12-03 17:57:27.336457
57 / 1000 = 5% @2022-12-03 17:57:27.527769
58 / 1000 = 5% @2022-12-03 17:57:27.555033
59 / 1000 = 5% @2022-12-03 17:57:28.045367
60 / 1000 = 6% @2022-12-03 17:57:28.223059
61 / 1000 = 6% @2022-12-03 17:57:28.983469
62 / 1000 = 6% @2022-12-03 17:57:29.184466
63 / 1000 = 6% @2022-12-03 17:57:29.220893
64 / 1000 = 6% @2022-12-03 17:57:29.749287
65 / 1000 = 6% @2022-12-03 17:57:29.797717
66 / 1000 = 6% @2022-12-03 17:57:29.849456
67 / 1000 = 6% @2022-12-03 17:57:30.063871
68 / 1000 = 6% @2022-12-03 17:57:30.099642
69 / 1000 = 6% @2022-12-03 17:57:30.135126
70 / 1000 = 7% @2022-12-03 17:57:30.170464
71 / 1000 = 7% @2022-12-03 17:57:31.956744
72 / 1000 = 7% @2022-12-03 17:57:32.002851
73 / 1000 = 7% @2022-12-03 17:57:32.061200
74 / 1000 = 7% @2022-12-03 17:57:32.107267
75 / 1000 = 7% @2022-12-03 17:57:32.152574
76 / 1000 = 7% @2022-12-03 17:57:32.211079
77 / 1000 = 7% @2022-12-03 17:57:32.258269
78 / 1000 = 7% @2022-12-03 17:57:32.293305
79 / 1000 = 7% @2022-12-03 17:57:32.348754
80 / 1000 = 8% @2022-12-03 17:57:33.287196
81 / 1000 = 8% @2022-12-03 17:57:34.445400
82 / 1000 = 8% @2022-12-03 17:57:34.502731
83 / 1000 = 8% @2022-12-03 17:57:35.033025
84 / 1000 = 8% @2022-12-03 17:57:35.077037
85 / 1000 = 8% @2022-12-03 17:57:36.581465
86 / 1000 = 8% @2022-12-03 17:57:37.204638
87 / 1000 = 8% @2022-12-03 17:57:37.505920
88 / 1000 = 8% @2022-12-03 17:57:37.537551
89 / 1000 = 8% @2022-12-03 17:57:37.576570
90 / 1000 = 9% @2022-12-03 17:57:37.760490
91 / 1000 = 9% @2022-12-03 17:57:37.816992
92 / 1000 = 9% @2022-12-03 17:57:37.868243
93 / 1000 = 9% @2022-12-03 17:57:37.914205
94 / 1000 = 9% @2022-12-03 17:57:38.940846
95 / 1000 = 9% @2022-12-03 17:57:39.016180
96 / 1000 = 9% @2022-12-03 17:57:39.919804
97 / 1000 = 9% @2022-12-03 17:57:41.763308
98 / 1000 = 9% @2022-12-03 17:57:41.816605
99 / 1000 = 9% @2022-12-03 17:57:42.536343
100 / 1000 = 10% @2022-12-03 17:57:42.574033
101 / 1000 = 10% @2022-12-03 17:57:43.947970
102 / 1000 = 10% @2022-12-03 17:57:44.030474
103 / 1000 = 10% @2022-12-03 17:57:44.669074
104 / 1000 = 10% @2022-12-03 17:57:45.771064
105 / 1000 = 10% @2022-12-03 17:57:46.231294
106 / 1000 = 10% @2022-12-03 17:57:46.731706
107 / 1000 = 10% @2022-12-03 17:57:46.862525
108 / 1000 = 10% @2022-12-03 17:57:46.912477
109 / 1000 = 10% @2022-12-03 17:57:48.536040
110 / 1000 = 11% @2022-12-03 17:57:48.641423
111 / 1000 = 11% @2022-12-03 17:57:51.734185
112 / 1000 = 11% @2022-12-03 17:57:51.828292
113 / 1000 = 11% @2022-12-03 17:57:51.977301
114 / 1000 = 11% @2022-12-03 17:57:52.036152
115 / 1000 = 11% @2022-12-03 17:57:52.429812
116 / 1000 = 11% @2022-12-03 17:57:52.511008
117 / 1000 = 11% @2022-12-03 17:57:53.623116
118 / 1000 = 11% @2022-12-03 17:57:56.519557
119 / 1000 = 11% @2022-12-03 17:57:58.149955
120 / 1000 = 12% @2022-12-03 17:58:01.253059
121 / 1000 = 12% @2022-12-03 17:58:02.198367
122 / 1000 = 12% @2022-12-03 17:58:02.300805
123 / 1000 = 12% @2022-12-03 17:58:02.630340
124 / 1000 = 12% @2022-12-03 17:58:02.955021
125 / 1000 = 12% @2022-12-03 17:58:03.269961
126 / 1000 = 12% @2022-12-03 17:58:04.213260
127 / 1000 = 12% @2022-12-03 17:58:04.471108
128 / 1000 = 12% @2022-12-03 17:58:04.573264
129 / 1000 = 12% @2022-12-03 17:58:04.900125
130 / 1000 = 13% @2022-12-03 17:58:05.840782
131 / 1000 = 13% @2022-12-03 17:58:06.779227
132 / 1000 = 13% @2022-12-03 17:58:07.718979
133 / 1000 = 13% @2022-12-03 17:58:08.001824
134 / 1000 = 13% @2022-12-03 17:58:09.959751
135 / 1000 = 13% @2022-12-03 17:58:10.289103
136 / 1000 = 13% @2022-12-03 17:58:10.618508
137 / 1000 = 13% @2022-12-03 17:58:11.165511
138 / 1000 = 13% @2022-12-03 17:58:11.500177
139 / 1000 = 13% @2022-12-03 17:58:11.610267
140 / 1000 = 14% @2022-12-03 17:58:11.970552
141 / 1000 = 14% @2022-12-03 17:58:12.106271
142 / 1000 = 14% @2022-12-03 17:58:12.222570
143 / 1000 = 14% @2022-12-03 17:58:12.536445
144 / 1000 = 14% @2022-12-03 17:58:12.657703
145 / 1000 = 14% @2022-12-03 17:58:12.751064
146 / 1000 = 14% @2022-12-03 17:58:12.905880
147 / 1000 = 14% @2022-12-03 17:58:13.056654
148 / 1000 = 14% @2022-12-03 17:58:13.193275
149 / 1000 = 14% @2022-12-03 17:58:13.330476
150 / 1000 = 15% @2022-12-03 17:58:13.673476
151 / 1000 = 15% @2022-12-03 17:58:13.792025
152 / 1000 = 15% @2022-12-03 17:58:13.908641
153 / 1000 = 15% @2022-12-03 17:58:14.651776
154 / 1000 = 15% @2022-12-03 17:58:14.769443
155 / 1000 = 15% @2022-12-03 17:58:15.312643
156 / 1000 = 15% @2022-12-03 17:58:15.517464
157 / 1000 = 15% @2022-12-03 17:58:15.666337
158 / 1000 = 15% @2022-12-03 17:58:15.817773
159 / 1000 = 15% @2022-12-03 17:58:15.940948
160 / 1000 = 16% @2022-12-03 17:58:16.036034
161 / 1000 = 16% @2022-12-03 17:58:16.507831
162 / 1000 = 16% @2022-12-03 17:58:17.203541
163 / 1000 = 16% @2022-12-03 17:58:17.353766
164 / 1000 = 16% @2022-12-03 17:58:17.506782
165 / 1000 = 16% @2022-12-03 17:58:22.484192
166 / 1000 = 16% @2022-12-03 17:58:22.609061
167 / 1000 = 16% @2022-12-03 17:58:23.350478
168 / 1000 = 16% @2022-12-03 17:58:23.466658
169 / 1000 = 16% @2022-12-03 17:58:23.612288
170 / 1000 = 17% @2022-12-03 17:58:23.766816
171 / 1000 = 17% @2022-12-03 17:58:23.875838
172 / 1000 = 17% @2022-12-03 17:58:24.016974
173 / 1000 = 17% @2022-12-03 17:58:24.157706
174 / 1000 = 17% @2022-12-03 17:58:24.314331
175 / 1000 = 17% @2022-12-03 17:58:24.481141
176 / 1000 = 17% @2022-12-03 17:58:24.631568
177 / 1000 = 17% @2022-12-03 17:58:24.795620
178 / 1000 = 17% @2022-12-03 17:58:25.102785
179 / 1000 = 17% @2022-12-03 17:58:25.440049
180 / 1000 = 18% @2022-12-03 17:58:25.562570
181 / 1000 = 18% @2022-12-03 17:58:25.870029
182 / 1000 = 18% @2022-12-03 17:58:26.175751
183 / 1000 = 18% @2022-12-03 17:58:26.549224
184 / 1000 = 18% @2022-12-03 17:58:26.853330
185 / 1000 = 18% @2022-12-03 17:58:26.993478
186 / 1000 = 18% @2022-12-03 17:58:27.149139
187 / 1000 = 18% @2022-12-03 17:58:27.456165
188 / 1000 = 18% @2022-12-03 17:58:27.787625
189 / 1000 = 18% @2022-12-03 17:58:27.938058
190 / 1000 = 19% @2022-12-03 17:58:28.276588
191 / 1000 = 19% @2022-12-03 17:58:28.609638
192 / 1000 = 19% @2022-12-03 17:58:28.921546
193 / 1000 = 19% @2022-12-03 17:58:29.084779
194 / 1000 = 19% @2022-12-03 17:58:29.235955
195 / 1000 = 19% @2022-12-03 17:58:29.890724
196 / 1000 = 19% @2022-12-03 17:58:30.041260
197 / 1000 = 19% @2022-12-03 17:58:30.164106
198 / 1000 = 19% @2022-12-03 17:58:30.287356
199 / 1000 = 19% @2022-12-03 17:58:30.460194
200 / 1000 = 20% @2022-12-03 17:58:30.620746
201 / 1000 = 20% @2022-12-03 17:58:33.738689
202 / 1000 = 20% @2022-12-03 17:58:33.861479
203 / 1000 = 20% @2022-12-03 17:58:33.983996
204 / 1000 = 20% @2022-12-03 17:58:34.106563
205 / 1000 = 20% @2022-12-03 17:58:34.282092
206 / 1000 = 20% @2022-12-03 17:58:35.238301
207 / 1000 = 20% @2022-12-03 17:58:36.061202
208 / 1000 = 20% @2022-12-03 17:58:36.245324
209 / 1000 = 20% @2022-12-03 17:58:36.399303
210 / 1000 = 21% @2022-12-03 17:58:36.541956
211 / 1000 = 21% @2022-12-03 17:58:36.753437
212 / 1000 = 21% @2022-12-03 17:58:37.014904
213 / 1000 = 21% @2022-12-03 17:58:37.291754
214 / 1000 = 21% @2022-12-03 17:58:37.516603
215 / 1000 = 21% @2022-12-03 17:58:37.765573
216 / 1000 = 21% @2022-12-03 17:58:38.004954
217 / 1000 = 21% @2022-12-03 17:58:38.212484
218 / 1000 = 21% @2022-12-03 17:58:38.411106
219 / 1000 = 21% @2022-12-03 17:58:38.618057
220 / 1000 = 22% @2022-12-03 17:58:39.024950
221 / 1000 = 22% @2022-12-03 17:58:39.835580
222 / 1000 = 22% @2022-12-03 17:58:40.038141
223 / 1000 = 22% @2022-12-03 17:58:40.856631
224 / 1000 = 22% @2022-12-03 17:58:41.058245
225 / 1000 = 22% @2022-12-03 17:58:41.865752
226 / 1000 = 22% @2022-12-03 17:58:42.066428
227 / 1000 = 22% @2022-12-03 17:58:44.324327
228 / 1000 = 22% @2022-12-03 17:58:45.461053
229 / 1000 = 22% @2022-12-03 17:58:45.987725
230 / 1000 = 23% @2022-12-03 17:58:46.523608
231 / 1000 = 23% @2022-12-03 17:58:47.100033
232 / 1000 = 23% @2022-12-03 17:58:48.475040
233 / 1000 = 23% @2022-12-03 17:58:49.192719
234 / 1000 = 23% @2022-12-03 17:58:51.047140
235 / 1000 = 23% @2022-12-03 17:58:52.773298
236 / 1000 = 23% @2022-12-03 17:59:01.164734
237 / 1000 = 23% @2022-12-03 17:59:07.681873
238 / 1000 = 23% @2022-12-03 17:59:11.127430
239 / 1000 = 23% @2022-12-03 17:59:18.582599
240 / 1000 = 24% @2022-12-03 17:59:21.358644
241 / 1000 = 24% @2022-12-03 17:59:28.477613
242 / 1000 = 24% @2022-12-03 17:59:35.962208
243 / 1000 = 24% @2022-12-03 17:59:44.285994
244 / 1000 = 24% @2022-12-03 17:59:46.511441
245 / 1000 = 24% @2022-12-03 17:59:54.095426
246 / 1000 = 24% @2022-12-03 17:59:54.686616
247 / 1000 = 24% @2022-12-03 17:59:55.189516
248 / 1000 = 24% @2022-12-03 17:59:56.974248
249 / 1000 = 24% @2022-12-03 17:59:57.738309
250 / 1000 = 25% @2022-12-03 17:59:58.916649
251 / 1000 = 25% @2022-12-03 17:59:59.782686
252 / 1000 = 25% @2022-12-03 18:00:00.608583
253 / 1000 = 25% @2022-12-03 18:00:01.296873
254 / 1000 = 25% @2022-12-03 18:00:02.855889
255 / 1000 = 25% @2022-12-03 18:00:05.163758
256 / 1000 = 25% @2022-12-03 18:00:06.107639
257 / 1000 = 25% @2022-12-03 18:00:14.425910
258 / 1000 = 25% @2022-12-03 18:00:18.338968
259 / 1000 = 25% @2022-12-03 18:00:19.495067
260 / 1000 = 26% @2022-12-03 18:00:20.255172
261 / 1000 = 26% @2022-12-03 18:00:21.400728
262 / 1000 = 26% @2022-12-03 18:00:22.759353
263 / 1000 = 26% @2022-12-03 18:00:23.937166
264 / 1000 = 26% @2022-12-03 18:00:32.397682
265 / 1000 = 26% @2022-12-03 18:00:33.300353
266 / 1000 = 26% @2022-12-03 18:00:33.745233
267 / 1000 = 26% @2022-12-03 18:00:34.692550
268 / 1000 = 26% @2022-12-03 18:00:35.626728
269 / 1000 = 26% @2022-12-03 18:00:37.827167
270 / 1000 = 27% @2022-12-03 18:00:38.348801
271 / 1000 = 27% @2022-12-03 18:00:39.211091
272 / 1000 = 27% @2022-12-03 18:00:40.970773
273 / 1000 = 27% @2022-12-03 18:00:44.242647
274 / 1000 = 27% @2022-12-03 18:00:45.322162
275 / 1000 = 27% @2022-12-03 18:00:45.672803
276 / 1000 = 27% @2022-12-03 18:00:47.500274
277 / 1000 = 27% @2022-12-03 18:00:47.976437
278 / 1000 = 27% @2022-12-03 18:00:49.364978
279 / 1000 = 27% @2022-12-03 18:00:50.194055
280 / 1000 = 28% @2022-12-03 18:00:52.313037
281 / 1000 = 28% @2022-12-03 18:00:53.456264
282 / 1000 = 28% @2022-12-03 18:00:56.215227
283 / 1000 = 28% @2022-12-03 18:00:57.048966
284 / 1000 = 28% @2022-12-03 18:00:57.417466
285 / 1000 = 28% @2022-12-03 18:01:05.798614
286 / 1000 = 28% @2022-12-03 18:01:06.772356
287 / 1000 = 28% @2022-12-03 18:01:07.339994
288 / 1000 = 28% @2022-12-03 18:01:08.681680
289 / 1000 = 28% @2022-12-03 18:01:09.399730
290 / 1000 = 29% @2022-12-03 18:01:11.560231
291 / 1000 = 29% @2022-12-03 18:01:12.074949
292 / 1000 = 29% @2022-12-03 18:01:20.480294
293 / 1000 = 29% @2022-12-03 18:01:26.900954
294 / 1000 = 29% @2022-12-03 18:01:29.543107
295 / 1000 = 29% @2022-12-03 18:01:33.549142
296 / 1000 = 29% @2022-12-03 18:01:35.805878
297 / 1000 = 29% @2022-12-03 18:01:39.825309
298 / 1000 = 29% @2022-12-03 18:01:40.182512
299 / 1000 = 29% @2022-12-03 18:01:40.420136
300 / 1000 = 30% @2022-12-03 18:01:41.627424
301 / 1000 = 30% @2022-12-03 18:01:42.160023
302 / 1000 = 30% @2022-12-03 18:01:43.590257
303 / 1000 = 30% @2022-12-03 18:01:46.079632
304 / 1000 = 30% @2022-12-03 18:01:48.257874
305 / 1000 = 30% @2022-12-03 18:01:49.632033
306 / 1000 = 30% @2022-12-03 18:01:54.839685
307 / 1000 = 30% @2022-12-03 18:01:59.544573
308 / 1000 = 30% @2022-12-03 18:02:03.460645
309 / 1000 = 30% @2022-12-03 18:02:06.412334
310 / 1000 = 31% @2022-12-03 18:02:07.125684
311 / 1000 = 31% @2022-12-03 18:02:11.325790
312 / 1000 = 31% @2022-12-03 18:02:19.827544
313 / 1000 = 31% @2022-12-03 18:02:21.176561
314 / 1000 = 31% @2022-12-03 18:02:23.285477
315 / 1000 = 31% @2022-12-03 18:02:31.623994
316 / 1000 = 31% @2022-12-03 18:02:32.342401
317 / 1000 = 31% @2022-12-03 18:02:36.006527
318 / 1000 = 31% @2022-12-03 18:02:37.886993
319 / 1000 = 31% @2022-12-03 18:02:38.419322
320 / 1000 = 32% @2022-12-03 18:02:39.425971
321 / 1000 = 32% @2022-12-03 18:02:40.273311
322 / 1000 = 32% @2022-12-03 18:02:41.244230
323 / 1000 = 32% @2022-12-03 18:02:43.124124
324 / 1000 = 32% @2022-12-03 18:02:51.466952
325 / 1000 = 32% @2022-12-03 18:02:52.735680
326 / 1000 = 32% @2022-12-03 18:02:53.349984
327 / 1000 = 32% @2022-12-03 18:03:01.823893
328 / 1000 = 32% @2022-12-03 18:03:02.363021
329 / 1000 = 32% @2022-12-03 18:03:03.691389
330 / 1000 = 33% @2022-12-03 18:03:04.177442
331 / 1000 = 33% @2022-12-03 18:03:09.748505
332 / 1000 = 33% @2022-12-03 18:03:12.168064
333 / 1000 = 33% @2022-12-03 18:03:16.685516
334 / 1000 = 33% @2022-12-03 18:03:18.107261
335 / 1000 = 33% @2022-12-03 18:03:18.701034
336 / 1000 = 33% @2022-12-03 18:03:19.512625
337 / 1000 = 33% @2022-12-03 18:03:20.582274
338 / 1000 = 33% @2022-12-03 18:03:21.434643
339 / 1000 = 33% @2022-12-03 18:03:22.620780
340 / 1000 = 34% @2022-12-03 18:03:26.330408
341 / 1000 = 34% @2022-12-03 18:03:27.301083
342 / 1000 = 34% @2022-12-03 18:03:27.763281
343 / 1000 = 34% @2022-12-03 18:03:29.752602
344 / 1000 = 34% @2022-12-03 18:03:30.098021
345 / 1000 = 34% @2022-12-03 18:03:30.347466
346 / 1000 = 34% @2022-12-03 18:03:30.851915
347 / 1000 = 34% @2022-12-03 18:03:39.211229
348 / 1000 = 34% @2022-12-03 18:03:40.070482
349 / 1000 = 34% @2022-12-03 18:03:42.040561
350 / 1000 = 35% @2022-12-03 18:03:49.228231
351 / 1000 = 35% @2022-12-03 18:03:50.251010
352 / 1000 = 35% @2022-12-03 18:03:50.645574
353 / 1000 = 35% @2022-12-03 18:03:58.789374
354 / 1000 = 35% @2022-12-03 18:04:04.137875
355 / 1000 = 35% @2022-12-03 18:04:06.065847
356 / 1000 = 35% @2022-12-03 18:04:08.277039
357 / 1000 = 35% @2022-12-03 18:04:09.855294
358 / 1000 = 35% @2022-12-03 18:04:17.615886
359 / 1000 = 35% @2022-12-03 18:04:22.679943
360 / 1000 = 36% @2022-12-03 18:04:25.407709
361 / 1000 = 36% @2022-12-03 18:04:28.566092
362 / 1000 = 36% @2022-12-03 18:04:29.291344
363 / 1000 = 36% @2022-12-03 18:04:32.573574
364 / 1000 = 36% @2022-12-03 18:04:34.913480
365 / 1000 = 36% @2022-12-03 18:04:37.932430
366 / 1000 = 36% @2022-12-03 18:04:45.758218
367 / 1000 = 36% @2022-12-03 18:04:46.428638
368 / 1000 = 36% @2022-12-03 18:04:51.265735
369 / 1000 = 36% @2022-12-03 18:04:52.108530
370 / 1000 = 37% @2022-12-03 18:04:53.661029
371 / 1000 = 37% @2022-12-03 18:04:55.292345
372 / 1000 = 37% @2022-12-03 18:04:56.661132
373 / 1000 = 37% @2022-12-03 18:04:57.146923
374 / 1000 = 37% @2022-12-03 18:05:05.706694
375 / 1000 = 37% @2022-12-03 18:05:10.434076
376 / 1000 = 37% @2022-12-03 18:05:12.055452
377 / 1000 = 37% @2022-12-03 18:05:13.574327
378 / 1000 = 37% @2022-12-03 18:05:14.273082
379 / 1000 = 37% @2022-12-03 18:05:15.829885
380 / 1000 = 38% @2022-12-03 18:05:20.212481
381 / 1000 = 38% @2022-12-03 18:05:20.969455
382 / 1000 = 38% @2022-12-03 18:05:23.558439
383 / 1000 = 38% @2022-12-03 18:05:27.094341
384 / 1000 = 38% @2022-12-03 18:05:28.027555
385 / 1000 = 38% @2022-12-03 18:05:33.574361
386 / 1000 = 38% @2022-12-03 18:05:38.735909
387 / 1000 = 38% @2022-12-03 18:05:46.462389
388 / 1000 = 38% @2022-12-03 18:05:47.883137
389 / 1000 = 38% @2022-12-03 18:05:48.949598
390 / 1000 = 39% @2022-12-03 18:05:49.791989
391 / 1000 = 39% @2022-12-03 18:05:58.157647
392 / 1000 = 39% @2022-12-03 18:05:59.886337
393 / 1000 = 39% @2022-12-03 18:06:01.505258
394 / 1000 = 39% @2022-12-03 18:06:03.011822
395 / 1000 = 39% @2022-12-03 18:06:03.666411
396 / 1000 = 39% @2022-12-03 18:06:08.580499
397 / 1000 = 39% @2022-12-03 18:06:11.978791
398 / 1000 = 39% @2022-12-03 18:06:12.977504
399 / 1000 = 39% @2022-12-03 18:06:14.484413
400 / 1000 = 40% @2022-12-03 18:06:15.096849
401 / 1000 = 40% @2022-12-03 18:06:15.591960
402 / 1000 = 40% @2022-12-03 18:06:20.308145
403 / 1000 = 40% @2022-12-03 18:06:21.163166
404 / 1000 = 40% @2022-12-03 18:06:21.705364
405 / 1000 = 40% @2022-12-03 18:06:29.719380
406 / 1000 = 40% @2022-12-03 18:06:33.180312
407 / 1000 = 40% @2022-12-03 18:06:33.939538
408 / 1000 = 40% @2022-12-03 18:06:39.956677
409 / 1000 = 40% @2022-12-03 18:06:48.087387
410 / 1000 = 41% @2022-12-03 18:06:48.801210
411 / 1000 = 41% @2022-12-03 18:06:57.459387
412 / 1000 = 41% @2022-12-03 18:07:03.459918
413 / 1000 = 41% @2022-12-03 18:07:05.404543
414 / 1000 = 41% @2022-12-03 18:07:11.002327
415 / 1000 = 41% @2022-12-03 18:07:13.376100
416 / 1000 = 41% @2022-12-03 18:07:14.574069
417 / 1000 = 41% @2022-12-03 18:07:18.786086
418 / 1000 = 41% @2022-12-03 18:07:19.852880
419 / 1000 = 41% @2022-12-03 18:07:21.214545
420 / 1000 = 42% @2022-12-03 18:07:23.992231
421 / 1000 = 42% @2022-12-03 18:07:24.982005
422 / 1000 = 42% @2022-12-03 18:07:33.583170
423 / 1000 = 42% @2022-12-03 18:07:42.187661
424 / 1000 = 42% @2022-12-03 18:07:43.929690
425 / 1000 = 42% @2022-12-03 18:07:46.871620
426 / 1000 = 42% @2022-12-03 18:07:52.681257
427 / 1000 = 42% @2022-12-03 18:08:01.200008
428 / 1000 = 42% @2022-12-03 18:08:03.991402
429 / 1000 = 42% @2022-12-03 18:08:05.191207
430 / 1000 = 43% @2022-12-03 18:08:07.005490
431 / 1000 = 43% @2022-12-03 18:08:08.997300
432 / 1000 = 43% @2022-12-03 18:08:12.358712
433 / 1000 = 43% @2022-12-03 18:08:14.697625
434 / 1000 = 43% @2022-12-03 18:08:17.527350
435 / 1000 = 43% @2022-12-03 18:08:19.176695
436 / 1000 = 43% @2022-12-03 18:08:19.795085
437 / 1000 = 43% @2022-12-03 18:08:27.901446
438 / 1000 = 43% @2022-12-03 18:08:35.585162
439 / 1000 = 43% @2022-12-03 18:08:36.676164
440 / 1000 = 44% @2022-12-03 18:08:37.702673
441 / 1000 = 44% @2022-12-03 18:08:39.912558
442 / 1000 = 44% @2022-12-03 18:08:43.262688
443 / 1000 = 44% @2022-12-03 18:08:44.768987
444 / 1000 = 44% @2022-12-03 18:08:52.586364
445 / 1000 = 44% @2022-12-03 18:08:52.989067
446 / 1000 = 44% @2022-12-03 18:08:55.721436
447 / 1000 = 44% @2022-12-03 18:08:57.025825
448 / 1000 = 44% @2022-12-03 18:08:57.765488
449 / 1000 = 44% @2022-12-03 18:08:58.974193
450 / 1000 = 45% @2022-12-03 18:09:00.722540
451 / 1000 = 45% @2022-12-03 18:09:07.944735
452 / 1000 = 45% @2022-12-03 18:09:09.912792
453 / 1000 = 45% @2022-12-03 18:09:12.585806
454 / 1000 = 45% @2022-12-03 18:09:16.549420
455 / 1000 = 45% @2022-12-03 18:09:17.270194
456 / 1000 = 45% @2022-12-03 18:09:25.029006
457 / 1000 = 45% @2022-12-03 18:09:25.262402
458 / 1000 = 45% @2022-12-03 18:09:25.992474
459 / 1000 = 45% @2022-12-03 18:09:26.589641
460 / 1000 = 46% @2022-12-03 18:09:34.293302
461 / 1000 = 46% @2022-12-03 18:09:41.083149
462 / 1000 = 46% @2022-12-03 18:09:45.476752
463 / 1000 = 46% @2022-12-03 18:09:46.764123
464 / 1000 = 46% @2022-12-03 18:09:48.569144
465 / 1000 = 46% @2022-12-03 18:09:56.471221
466 / 1000 = 46% @2022-12-03 18:09:58.516284
467 / 1000 = 46% @2022-12-03 18:09:58.691402
468 / 1000 = 46% @2022-12-03 18:10:00.328411
469 / 1000 = 46% @2022-12-03 18:10:02.337336
470 / 1000 = 47% @2022-12-03 18:10:05.730781
471 / 1000 = 47% @2022-12-03 18:10:06.122597
472 / 1000 = 47% @2022-12-03 18:10:07.047175
473 / 1000 = 47% @2022-12-03 18:10:07.217059
474 / 1000 = 47% @2022-12-03 18:10:14.063059
475 / 1000 = 47% @2022-12-03 18:10:14.532444
476 / 1000 = 47% @2022-12-03 18:10:22.304609
477 / 1000 = 47% @2022-12-03 18:10:22.873843
478 / 1000 = 47% @2022-12-03 18:10:29.807417
479 / 1000 = 47% @2022-12-03 18:10:32.315997
480 / 1000 = 48% @2022-12-03 18:10:33.551834
481 / 1000 = 48% @2022-12-03 18:10:41.288547
482 / 1000 = 48% @2022-12-03 18:10:42.288060
483 / 1000 = 48% @2022-12-03 18:10:43.700010
484 / 1000 = 48% @2022-12-03 18:10:44.329342
485 / 1000 = 48% @2022-12-03 18:10:49.476903
